,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
2923,20.231,1012.1,93.261,3.5637,20.046,1058.2,550.12,111.58,10.509,3.9396,56.703,111.190056,111.58,-0.38994415283202954
2924,20.251,1012.0,92.477,3.5683,19.885,1057.2,549.96,110.85,10.513,3.989,56.652,110.58186,110.85,-0.2681365966796818
2925,20.928,1012.1,92.722,3.56,19.98,1057.7,550.08,110.82,10.539,4.0218,56.579,110.70089,110.82,-0.11911041259764943
2926,22.077,1012.1,89.314,3.493,20.047,1058.1,549.89,110.82,10.552,3.8049,54.76,110.72446,110.82,-0.09554321289061818
2927,23.102,1011.9,83.438,3.4083,20.068,1058.5,550.12,110.82,10.616,3.8637,53.975,110.62072,110.82,-0.19928009033202443
2928,24.199,1011.7,77.828,4.0995,25.399,1088.8,549.69,132.65,12.023,1.9248,66.066,132.5392,132.65,-0.11080017089844318
2929,25.604,1011.4,70.585,4.1294,25.642,1090.7,549.83,133.19,12.204,1.69,67.062,133.26129,133.19,0.07129150390625227
2930,26.481,1011.1,68.642,4.1355,25.579,1090.8,549.98,132.8,12.117,2.3012,66.891,133.00252,132.8,0.20251770019530113
2931,27.232,1010.6,69.034,4.1588,25.605,1091.3,549.7,132.87,12.087,1.8875,65.633,133.05154,132.87,0.18154418945312045
2932,27.878,1010.3,67.656,4.1926,25.872,1092.1,549.54,133.81,12.064,1.7165,65.606,133.3668,133.81,-0.4431939697265648
2933,27.731,1009.6,63.016,4.2029,25.964,1092.1,549.81,133.81,12.042,1.7432,66.556,133.40996,133.81,-0.4000421142578148
2934,27.447,1008.9,64.833,4.1855,25.936,1092.5,550.19,133.8,12.02,1.2487,64.814,133.57872,133.8,-0.22127990722657387
2935,27.107,1008.4,67.883,4.1747,25.924,1092.0,549.88,133.8,11.998,1.2597,63.384,133.59782,133.8,-0.20217590332032387
2936,26.728,1008.1,66.101,3.3111,19.985,1057.2,549.95,109.1,10.554,3.5312,52.35,109.0948,109.1,-0.005197143554681816
2937,25.892,1008.2,69.134,3.4324,21.05,1063.7,550.27,114.29,10.902,3.3979,55.958,113.55496,114.29,-0.7350378417968813
2938,24.166,1008.1,76.098,4.0608,25.482,1090.1,550.29,133.76,12.029,1.7942,65.199,133.3961,133.76,-0.3638970947265534
2939,23.021,1008.3,80.563,4.0883,25.44,1089.7,550.08,133.82,12.032,1.6257,64.02,133.54614,133.82,-0.2738574218749932
2940,22.332,1008.3,83.284,4.1499,25.291,1088.8,549.79,133.82,12.021,1.5943,62.998,133.21982,133.82,-0.6001818847656182
2941,21.564,1008.1,86.329,4.1627,25.243,1088.5,549.87,133.81,12.029,1.5149,65.314,133.31754,133.81,-0.4924645996093773
2942,21.023,1008.0,88.153,4.0351,24.205,1082.8,550.12,129.47,11.737,1.9228,61.467,128.81259,129.47,-0.6574084472656239
2943,20.431,1007.7,89.454,3.4404,19.663,1055.6,550.02,110.11,10.517,4.0391,56.466,109.66062,110.11,-0.4493783569335932
2944,19.986,1007.4,91.079,3.795,21.519,1066.4,549.86,118.18,10.981,4.0447,61.224,117.51712,118.18,-0.6628796386718818
2945,19.529,1007.0,92.538,3.6803,19.707,1055.7,549.73,110.39,10.341,4.3505,58.237,110.02231,110.39,-0.36769165039062557
2946,19.255,1006.9,93.319,3.5465,18.36,1047.5,549.76,104.11,10.135,6.2349,68.994,103.88786,104.11,-0.22213684082031193
2947,18.481,1007.0,92.969,3.5131,18.179,1041.9,546.55,102.58,10.06,9.7866,86.57,102.88451,102.58,0.3045062255859392
2948,18.2,1006.9,95.218,3.5188,18.1,1043.2,547.61,102.69,10.084,9.0023,86.465,103.10416,102.69,0.4141564941406273
2949,18.804,1007.0,96.456,4.5113,25.428,1072.3,540.26,129.11,11.921,4.475,77.462,129.66168,129.11,0.5516821289062364
2950,20.683,1007.0,95.603,5.0276,30.284,1100.2,540.24,148.84,13.283,1.2964,63.841,149.17136,148.84,0.3313562011718716
2951,22.11,1006.8,91.017,5.1585,31.639,1100.0,535.68,151.75,13.468,1.3078,61.176,151.92992,151.75,0.1799163818359375
2952,23.591,1006.7,86.247,5.0427,31.01,1100.0,537.82,150.98,13.433,1.2969,61.015,150.33266,150.98,-0.6473431396484273
2953,25.426,1006.6,78.455,4.911,30.75,1099.9,538.73,150.27,13.36,1.6872,62.41,149.67755,150.27,-0.5924487304687602
2954,26.03,1006.3,76.052,4.7972,30.06,1099.9,541.35,148.85,13.169,1.7729,62.329,148.00443,148.85,-0.8455749511718693
2955,26.745,1006.1,72.926,4.7959,30.415,1100.1,539.96,149.57,13.272,1.8754,59.445,149.20436,149.57,-0.3656390380859307
2956,27.678,1005.7,67.207,4.7935,30.31,1100.1,540.64,149.41,13.198,1.4542,58.851,148.65392,149.41,-0.7560845947265591
2957,28.072,1005.4,64.963,4.7872,30.535,1100.0,539.53,149.88,13.255,1.3794,58.927,149.17247,149.88,-0.707529907226558
2958,28.389,1005.0,65.146,4.7094,30.253,1099.9,540.78,149.18,13.219,1.0864,57.887,148.18549,149.18,-0.9945141601562568
2959,28.304,1004.7,68.857,4.7303,30.353,1100.3,540.46,148.96,13.259,0.85393,56.553,148.29219,148.96,-0.6678094482421955
2960,27.85,1004.5,72.526,4.6429,30.01,1100.5,541.86,147.8,13.182,0.98829,58.415,147.42671,147.8,-0.37328796386719887
2961,27.347,1004.6,75.873,5.0234,32.349,1099.9,534.0,152.32,13.611,1.5687,56.337,151.7135,152.32,-0.6064990234374932
2962,26.554,1004.5,82.475,4.2561,25.994,1090.6,549.91,134.33,12.17,1.8002,59.664,133.60187,134.33,-0.7281323242187625
2963,25.899,1004.6,87.313,4.3231,25.889,1090.5,549.63,134.11,12.239,1.8183,59.319,133.75807,134.11,-0.35192810058595114
2964,25.374,1004.8,87.529,5.0175,30.633,1100.0,539.23,148.84,13.171,1.3446,58.543,148.38556,148.84,-0.4544409179687534
2965,23.937,1004.7,87.727,5.0648,30.751,1099.8,539.38,150.08,13.146,1.5304,59.71,149.05214,150.08,-1.02786071777345
2966,22.452,1004.6,91.026,4.4266,25.405,1088.2,549.55,133.79,12.094,1.6782,61.132,133.19235,133.79,-0.597647705078117
2967,21.681,1004.7,92.994,4.4624,25.384,1088.8,550.03,134.12,11.958,1.3013,61.516,133.59387,134.12,-0.5261279296875045
2968,20.851,1004.8,94.16,4.5235,25.233,1087.9,550.13,133.81,11.92,1.5281,61.586,133.20476,133.81,-0.6052423095703148
2969,20.439,1004.8,95.921,4.8366,25.344,1088.6,550.1,134.42,12.003,1.5137,61.982,133.67769,134.42,-0.742311401367175
2970,19.506,1004.7,95.43,4.7893,23.837,1079.7,550.02,128.24,11.599,2.3794,61.54,127.504555,128.24,-0.7354452514648528
2971,19.297,1004.8,95.63,4.0026,19.614,1054.8,549.77,109.89,10.388,4.6311,57.582,109.51266,109.89,-0.3773428344726568
2972,19.12,1005.2,95.198,3.816,19.606,1054.4,549.78,109.83,10.307,4.5023,56.649,109.23604,109.83,-0.5939617919921858
2973,20.35,1005.4,98.337,4.2968,23.793,1079.2,550.29,126.9,11.507,2.3071,59.15,126.6635,126.9,-0.23650207519531818
2974,23.444,1005.7,93.214,4.3277,26.074,1090.6,549.16,134.14,12.197,1.5906,62.962,134.68672,134.14,0.5467218017578261
2975,25.4,1006.0,87.332,4.8873,30.487,1100.1,539.95,147.79,13.144,1.3863,59.112,147.9232,147.79,0.13320251464844546
2976,27.403,1006.2,75.099,4.7542,29.884,1099.8,542.0,146.65,13.048,1.2326,61.735,146.30452,146.65,-0.3454803466796932
2977,29.598,1006.5,60.109,4.7942,30.502,1100.0,540.1,148.46,13.177,1.4168,63.047,147.78564,148.46,-0.674355468750008
2978,30.245,1006.5,53.335,4.7827,30.256,1099.7,540.48,148.82,13.098,1.4362,63.298,147.61066,148.82,-1.2093432617187432
2979,30.72,1006.3,51.1,4.7729,30.232,1100.1,540.84,148.52,13.125,1.2288,61.437,148.06978,148.52,-0.45022155761719773
2980,31.773,1006.2,53.544,4.7086,29.843,1100.2,542.3,147.54,13.103,0.95574,58.828,146.70937,147.54,-0.8306341552734295
2981,31.74,1006.1,59.742,4.6618,29.887,1100.1,542.1,147.17,13.041,1.0082,58.23,146.13225,147.17,-1.0377520751953
2982,31.958,1005.9,57.655,4.7221,30.058,1100.2,541.7,147.58,13.035,1.8511,59.496,146.9118,147.58,-0.6681958007812625
2983,32.518,1005.6,52.531,4.7823,30.277,1099.9,541.14,147.94,13.139,1.5037,59.205,147.09709,147.94,-0.8429083251953102
2984,32.855,1005.5,54.188,4.2598,26.419,1093.0,549.68,133.85,12.182,1.4526,63.294,132.73164,133.85,-1.1183563232421818
2985,32.285,1005.6,62.246,4.1862,26.038,1091.3,550.1,132.88,12.131,0.89032,57.167,132.13315,132.88,-0.7468518066406205
2986,31.506,1005.8,69.081,4.2281,25.891,1090.2,550.4,132.9,12.073,0.71774,53.945,131.49406,132.9,-1.4059356689453182
2987,28.546,1006.0,82.233,4.3498,25.963,1090.8,550.43,133.89,12.01,1.2954,54.208,132.79753,133.89,-1.0924688720702989
2988,26.713,1006.1,86.73,4.4041,25.791,1090.4,550.28,133.76,11.947,1.716,56.517,133.00473,133.76,-0.7552697753906159
2989,25.149,1006.1,87.216,4.3594,25.605,1089.3,550.06,133.8,12.065,1.8152,58.225,132.88208,133.8,-0.9179199218750114
2990,23.828,1006.1,90.744,4.4372,25.591,1089.7,550.37,134.08,12.196,1.6548,59.756,133.47047,134.08,-0.60952575683595
2991,22.823,1006.1,91.378,4.4287,25.632,1089.9,550.34,134.62,12.191,1.813,62.241,133.88681,134.62,-0.7331896972656295
2992,22.323,1005.9,93.373,4.4192,25.596,1089.7,550.28,134.54,12.094,1.4118,61.559,133.91606,134.54,-0.6239385986328045
2993,21.968,1005.8,93.1,4.423,25.477,1089.2,550.23,134.22,12.092,1.4893,61.613,133.72165,134.22,-0.49835083007812386
2994,21.832,1005.9,91.981,4.3375,25.368,1088.7,549.63,133.8,12.011,1.6032,61.934,133.53531,133.8,-0.26469116210938637
2995,21.509,1006.0,90.054,3.6962,21.183,1063.9,549.81,115.8,10.803,3.861,57.403,115.318085,115.8,-0.48191528320312216
2996,21.13,1006.4,89.376,3.4244,19.701,1055.4,550.05,109.62,10.375,4.1856,55.077,109.35518,109.62,-0.26482116699219205
2997,21.921,1006.6,90.143,4.0973,24.851,1085.1,550.28,130.82,11.892,2.0282,61.676,130.7191,130.82,-0.10089904785155568
2998,24.328,1006.9,88.728,4.1481,25.828,1090.3,549.82,133.38,12.129,1.7026,60.907,133.84816,133.38,0.46815979003906705
2999,26.245,1006.9,86.547,4.8249,30.228,1099.7,540.77,147.04,13.207,1.8196,58.519,147.15965,147.04,0.11965270996094546
3000,28.528,1006.9,65.274,4.69,29.846,1100.3,542.4,146.59,13.126,1.2353,63.516,146.40472,146.59,-0.1852758789062534
3001,31.505,1007.1,56.399,4.7262,29.883,1100.0,542.17,146.69,13.043,1.5675,64.283,145.56126,146.69,-1.1287359619140602
3002,32.036,1007.0,49.86,4.6612,29.458,1099.6,543.61,146.18,13.053,1.7157,68.192,142.38576,146.18,-3.7942425537109443
3003,32.573,1006.8,48.509,4.7477,30.08,1100.0,541.57,147.24,13.183,1.113,61.089,146.93808,147.24,-0.3019201660156341
3004,33.287,1006.6,48.455,4.7822,30.332,1100.2,540.92,148.06,13.299,1.1799,57.877,147.45778,148.06,-0.6022210693359398
3005,33.111,1006.2,56.154,4.7168,30.167,1100.0,541.37,146.95,13.088,0.87307,56.359,146.17331,146.95,-0.7766906738281136
3006,32.735,1005.8,61.135,4.6095,29.37,1099.8,544.12,145.68,12.906,1.6002,58.053,144.48546,145.68,-1.1945416259765693
3007,32.585,1005.5,62.435,4.668,29.774,1099.9,542.89,146.32,13.046,1.6977,58.208,145.43929,146.32,-0.8807147216796807
3008,32.363,1005.4,63.823,4.6362,29.66,1100.2,543.15,145.88,13.065,1.6659,57.163,145.49107,145.88,-0.38892639160155795
3009,31.03,1005.6,73.169,4.6292,29.972,1100.1,542.11,145.94,13.124,1.4191,55.73,145.62761,145.94,-0.3123907470703102
3010,29.676,1005.6,79.323,4.2156,26.311,1092.5,550.4,134.5,12.217,1.8618,57.175,133.74394,134.5,-0.7560577392578125
3011,28.839,1006.0,82.834,4.2335,26.094,1091.7,549.73,133.67,12.251,1.5586,56.351,133.57399,133.67,-0.096010131835925
3012,27.948,1006.2,82.012,4.2446,26.282,1092.8,549.97,135.16,12.291,0.91571,59.412,134.0558,135.16,-1.104198608398434
3013,26.285,1006.1,80.791,4.1758,25.77,1090.0,549.82,133.9,12.191,0.72408,59.945,133.12834,133.9,-0.7716583251953182
3014,24.909,1006.0,82.296,4.155,25.782,1090.8,550.09,134.34,12.193,1.0264,62.562,133.88809,134.34,-0.4519079589843784
3015,24.092,1006.0,83.409,4.1606,25.557,1089.7,550.15,133.6,12.131,1.6584,62.126,133.45558,133.6,-0.14441833496093182
3016,23.605,1005.9,84.355,4.1387,25.45,1089.3,550.26,133.38,12.089,1.5388,61.033,133.3306,133.38,-0.04940307617187045
3017,23.041,1005.7,85.698,4.1403,25.394,1088.7,550.35,133.44,12.133,1.696,62.641,133.19116,133.44,-0.24883789062499773
3018,22.691,1005.5,85.325,4.1102,25.39,1088.6,550.19,133.51,12.06,1.5886,62.637,133.2682,133.51,-0.2417962646484284
3019,22.282,1005.6,84.381,4.0297,25.031,1087.7,550.21,132.8,11.972,1.5706,63.102,132.66849,132.8,-0.13151245117188637
3020,22.287,1006.1,83.077,4.0517,25.195,1088.6,550.04,133.22,11.986,1.3926,63.693,133.25623,133.22,0.03622558593750114
3021,23.572,1006.5,86.678,4.1042,25.718,1090.3,550.19,133.77,12.141,1.3896,62.888,133.99796,133.77,0.22795532226561477
3022,25.073,1007.2,86.694,4.1786,25.894,1091.3,550.12,133.8,12.214,2.0594,63.107,134.02415,133.8,0.22415466308592613
3023,26.502,1007.4,84.434,4.7612,30.169,1100.0,541.28,146.78,13.127,1.3882,59.072,146.71367,146.78,-0.06633117675781364
3024,28.416,1007.5,74.044,4.7424,30.006,1099.8,541.76,146.57,13.208,1.4731,58.934,146.74281,146.57,0.17281311035156932
3025,30.949,1007.7,62.119,4.6573,29.594,1100.0,542.91,145.57,13.038,1.3399,62.657,145.0916,145.57,-0.4784014892578057
3026,31.95,1008.0,56.889,4.5763,29.214,1099.7,544.63,145.2,12.992,1.553,63.635,143.9092,145.2,-1.2908050537109261
3027,31.997,1008.2,60.776,4.6773,29.706,1100.0,542.37,146.27,13.15,1.5524,59.571,146.06284,146.27,-0.20716430664063523
3028,32.238,1008.2,51.51,4.7322,30.193,1099.9,540.8,147.63,13.197,8.8904,54.603,148.08751,147.63,0.45750915527344205
3029,32.399,1008.2,49.523,4.7022,30.026,1099.9,541.25,147.66,13.18,1.5125,60.189,147.15492,147.66,-0.5050775146484341
3030,31.221,1008.6,53.176,4.4483,28.046,1076.5,533.84,133.81,12.54,30.384,65.162,131.42677,133.81,-2.3832269287109398
3031,30.271,1009.0,54.706,4.7263,30.362,1100.2,540.22,147.42,13.197,1.4177,59.2,148.5937,147.42,1.173704223632825
3032,29.223,1009.7,56.972,4.7923,30.86,1100.0,538.49,149.25,13.341,0.78109,57.426,149.5238,149.25,0.2738037109375
3033,27.947,1010.4,64.255,4.1499,26.153,1092.5,549.9,133.84,12.197,0.79739,65.165,133.55336,133.84,-0.2866400146484409
3034,26.469,1011.0,79.577,4.1293,26.006,1092.0,550.31,133.89,12.151,1.0871,61.734,133.68785,133.89,-0.20214904785154886
3035,25.501,1011.4,87.045,4.1763,25.888,1091.4,550.28,133.89,12.131,1.7207,61.563,133.61465,133.89,-0.27534545898436136
3036,25.093,1011.7,86.891,4.1621,25.825,1091.2,550.03,133.89,12.131,1.9519,61.812,133.6398,133.89,-0.25019897460936136
3037,24.844,1012.0,85.155,4.1767,25.933,1091.7,550.39,134.34,12.237,1.8842,64.393,133.95164,134.34,-0.3883551025390659
3038,24.478,1012.0,81.122,4.15,25.998,1092.6,550.22,135.08,12.271,1.8685,66.672,134.4694,135.08,-0.610593872070325
3039,24.648,1012.1,74.734,3.4111,21.053,1063.7,550.18,113.7,10.839,4.6243,57.005,113.75035,113.7,0.05035095214843466
3040,24.594,1012.4,75.327,3.3013,20.284,1059.3,549.97,110.75,10.462,5.1534,54.134,110.74721,110.75,-0.0027923583984375
3041,24.005,1012.7,79.446,3.3333,20.218,1058.8,549.8,110.73,10.478,5.291,53.949,110.63408,110.73,-0.09592102050781648
3042,23.947,1013.1,82.965,3.3616,20.212,1058.7,549.94,110.36,10.494,5.3059,54.061,110.53456,110.36,0.17456115722656307
3043,23.472,1013.4,83.329,3.3542,20.189,1058.7,550.04,110.86,10.537,5.3887,55.403,110.63856,110.86,-0.22144256591796818
3044,23.667,1013.8,84.767,3.8107,23.516,1078.0,549.95,124.3,11.478,3.4764,60.656,124.1707,124.3,-0.12929992675780966
3045,25.344,1014.1,72.891,4.124,25.976,1092.1,549.41,133.66,12.255,2.8353,68.245,134.17734,133.66,0.5173376464843784
3046,26.828,1014.4,62.13,4.8384,31.048,1099.6,537.35,149.63,13.377,1.7583,60.865,149.6341,149.63,0.0040942382812545475
3047,28.182,1014.6,57.478,4.7999,30.712,1099.8,538.25,149.35,13.346,1.688,61.101,149.08415,149.35,-0.2658477783203068
3048,29.105,1014.7,52.493,4.7664,30.496,1099.9,539.12,148.9,13.339,1.8358,62.376,148.94681,148.9,0.046807861328119316
3049,29.077,1014.6,54.21,4.736,30.208,1100.1,540.13,148.37,13.329,1.8624,62.888,148.58961,148.37,0.21961486816405795
3050,29.406,1014.4,50.596,4.794,30.63,1099.9,538.81,149.4,13.362,1.5748,60.47,149.36389,149.4,-0.036108398437505684
3051,29.756,1014.3,49.647,4.8505,31.165,1100.0,536.88,150.61,13.473,1.319,58.044,150.11534,150.61,-0.49465881347657614
3052,30.001,1014.4,49.231,4.7812,30.656,1100.0,538.68,149.5,13.248,0.96504,58.052,148.7997,149.5,-0.7003021240234375
3053,29.781,1014.5,49.431,4.7455,30.396,1100.1,539.71,149.28,13.257,1.2605,59.85,148.80125,149.28,-0.47874572753906364
3054,29.162,1014.5,50.499,4.7821,30.651,1100.0,538.62,149.75,13.294,1.4109,60.208,149.407,149.75,-0.3430023193359375
3055,28.621,1014.6,51.796,4.1761,26.132,1093.6,549.71,134.12,12.143,1.4664,69.925,133.54303,134.12,-0.5769702148437545
3056,27.936,1014.8,56.339,4.1451,26.046,1093.4,550.37,133.86,12.118,1.592,68.314,133.48845,133.86,-0.37155090332032614
3057,26.741,1015.4,60.975,4.1101,25.814,1091.9,550.42,133.87,12.115,1.5849,67.892,133.24406,133.87,-0.625935668945317
3058,25.497,1015.8,64.311,4.0875,25.676,1091.3,550.44,133.88,12.112,1.5482,66.264,133.26726,133.88,-0.612742309570308
3059,24.6,1016.1,74.136,4.0499,25.619,1090.6,549.84,133.87,12.108,1.7804,64.67,133.37393,133.87,-0.49606811523437955
3060,23.765,1016.1,84.079,4.1293,25.51,1090.6,549.81,133.83,12.134,1.7893,62.615,133.41393,133.83,-0.416074829101575
3061,22.959,1016.0,89.788,4.2361,25.233,1089.8,550.2,133.45,12.074,1.9207,61.455,132.94832,133.45,-0.5016815185546761
3062,22.102,1015.9,94.668,4.186,24.02,1082.5,549.93,128.29,11.716,2.5565,62.387,127.57137,128.29,-0.7186270141601483
3063,21.999,1015.7,96.199,3.5747,19.801,1057.6,550.07,109.99,10.569,5.2101,54.309,110.03163,109.99,0.041631469726567616
3064,21.997,1015.4,95.997,3.5839,19.865,1057.9,550.08,110.34,10.482,5.1427,54.184,110.20782,110.34,-0.13218292236328466
3065,21.951,1015.3,95.978,3.5781,19.768,1057.1,549.86,109.83,10.475,5.3256,54.436,109.77473,109.83,-0.055273132324217045
3066,22.057,1015.5,95.078,3.5348,19.807,1057.5,550.15,109.82,10.443,5.2408,54.08,109.89404,109.82,0.07404296875000682
3067,22.331,1015.9,93.543,3.4536,19.526,1055.7,549.98,108.5,10.407,5.325,54.06,108.624664,108.5,0.124664306640625
3068,23.093,1016.4,90.833,3.727,21.994,1070.1,549.89,118.61,11.169,3.9834,58.102,118.399895,118.61,-0.21010528564453068
3069,24.573,1016.8,80.263,4.1183,25.591,1090.7,550.25,132.8,12.139,2.3598,66.2,133.27083,132.8,0.47082824707030113
3070,26.043,1017.1,68.377,4.1509,25.671,1091.4,549.88,132.81,12.149,2.1423,68.525,133.23535,132.81,0.4253515624999977
3071,27.352,1017.4,61.912,4.1799,25.731,1091.9,549.98,132.82,12.168,2.0915,72.27,133.10294,132.82,0.2829357910156318
3072,28.471,1017.7,53.827,4.2093,25.945,1093.4,549.98,133.53,12.231,1.8578,70.638,133.2488,133.53,-0.28120544433593864
3073,28.666,1017.8,49.697,4.2265,26.107,1094.3,550.02,133.82,12.277,2.0469,72.943,133.55463,133.82,-0.2653735351562432
3074,28.83,1017.7,48.798,4.2503,26.109,1094.5,550.15,133.82,12.277,1.7296,71.693,133.49014,133.82,-0.3298571777343682
3075,29.065,1017.6,47.341,4.2413,26.162,1094.8,550.15,133.82,12.293,1.4164,71.304,133.52596,133.82,-0.2940447998046807
3076,29.192,1017.6,48.15,4.2317,26.208,1094.4,550.1,133.82,12.289,1.4468,69.914,133.37184,133.82,-0.4481585693359307
3077,29.067,1017.6,51.161,4.2214,26.137,1094.0,550.04,133.82,12.265,1.2704,68.575,133.27733,133.82,-0.5426715087890557
3078,28.53,1017.7,53.179,4.1816,26.089,1093.5,549.99,133.83,12.241,1.6417,68.329,133.27293,133.83,-0.557066040039075
3079,27.783,1017.7,55.768,4.1524,25.996,1093.1,549.94,133.83,12.217,1.6375,66.937,133.31598,133.83,-0.5140209960937625
3080,26.793,1018.0,64.719,4.1286,25.825,1092.4,549.91,133.83,12.194,1.9869,65.722,133.32808,133.83,-0.5019207763672
3081,25.43,1018.2,74.736,4.08,25.665,1091.7,550.05,133.82,12.17,1.3826,62.243,133.3636,133.82,-0.4563983154296807
3082,24.09,1018.5,84.197,4.1024,25.513,1091.1,549.94,133.82,12.146,1.3205,60.392,133.4415,133.82,-0.3785021972656182
3083,23.343,1018.7,87.669,4.1324,25.44,1090.9,549.92,133.82,12.058,1.7491,61.633,133.4897,133.82,-0.3302996826171807
3084,22.915,1018.5,87.657,4.0973,25.269,1089.6,550.27,132.99,12.074,1.9382,61.8,132.88045,132.99,-0.1095526123046966
3085,22.539,1018.2,86.81,4.1098,25.472,1090.9,550.0,133.92,12.1,1.73,63.839,133.81021,133.92,-0.1097888183593625
3086,22.295,1018.0,85.006,4.0662,25.263,1089.4,549.84,133.1,11.953,1.7001,63.978,133.05327,133.1,-0.046731567382806816
3087,21.787,1017.6,84.55,3.951,24.387,1084.8,549.94,129.84,11.771,1.9771,64.453,129.5332,129.84,-0.3067968750000034
3088,20.176,1017.3,86.967,3.3874,19.625,1056.8,550.0,110.18,10.475,5.1251,60.854,109.92157,110.18,-0.2584301757812568
3089,19.149,1017.2,91.26,3.4015,19.677,1057.3,550.02,110.46,10.489,5.1003,60.308,110.55679,110.46,0.09679321289063125
3090,19.236,1017.2,90.936,3.3846,19.505,1056.3,550.04,109.82,10.388,5.4317,61.131,109.76564,109.82,-0.05435974121093068
3091,18.908,1017.3,91.104,3.3854,19.288,1055.2,549.88,109.17,10.392,5.5709,63.369,109.17742,109.17,0.007421569824217045
3092,20.054,1017.4,90.384,3.4197,20.356,1060.5,550.09,112.3,10.725,4.6213,59.47,112.64086,112.3,0.3408615112304716
3093,22.544,1017.7,78.826,4.1278,25.634,1091.1,550.33,133.72,12.045,0.49016,66.741,133.9223,133.72,0.20230224609375114
3094,24.413,1018.0,69.229,4.125,25.303,1090.0,550.11,131.97,12.06,1.0699,66.837,132.78818,131.97,0.8181774902343761
3095,25.674,1018.1,62.843,4.1803,25.746,1092.9,550.08,133.79,12.088,0.90704,69.97,133.77667,133.79,-0.013327636718742042
3096,26.645,1018.2,57.941,4.1841,25.776,1093.1,550.21,133.81,12.194,1.1574,71.597,133.58624,133.81,-0.22375732421875227
3097,26.741,1017.9,57.334,4.2057,25.843,1092.9,549.67,133.81,12.231,1.3223,71.503,133.66887,133.81,-0.14113098144531477
3098,27.029,1017.6,56.867,4.1593,26.024,1093.3,549.88,133.8,12.244,1.2505,70.799,133.76265,133.8,-0.03735046386719887
3099,27.29,1017.5,53.677,4.1973,26.052,1093.9,550.2,134.0,12.318,1.8257,71.781,133.82805,134.0,-0.1719512939453125
3100,27.465,1017.4,51.324,4.1865,26.037,1093.3,549.76,133.81,12.186,1.6377,71.157,133.58047,133.81,-0.22952514648437727
